they said many had been beaten , and police officers also stormed private wards at the hospital and harassed patients .	they said the police officers also entered various private wards at the clinic and attacked patients .	0-0 1-1 8-3 9-4 10-5 11-6 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 0-0 1-1 8-3 9-4 10-5 11-6 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16
the Pentagon , saying that Boykin requested it , is investigating his remarks .	the Pentagon has begun an official investigation into Boykin 's remarks .	0-0 1-1 5-8 9-2 9-3 9-6 10-2 10-3 10-6 12-10 13-11 0-0 1-1 5-8 9-2 9-3 9-6 10-2 10-3 10-6 12-10 13-11 11-8
the technology-heavy Nasdaq Composite Index gained 25.75 points , or 1.5 percent , to 1,746.46 , its highest close in about 15 months .	the technology-laced Nasdaq Composite index .ixic was down 1.55 points , or 0.09 percent , at 1,744.91 .	0-0 1-1 2-2 3-3 4-4 7-9 8-10 9-11 11-13 12-14 13-15 23-17 0-0 1-1 2-2 3-3 4-4 7-9 8-10 9-11 11-13 12-14 13-15 23-17
Japanese Prime Minister Keizo Obuchi expressed support for the air campaign . he also appealed to Baghdad to unconditionally accept U.N. weapons inspections .	Japanese Prime Minister Keizo Obuchi expressed support for the air campaign . he also appealed to Baghdad to unconditionally accept U.N. weapons inspections .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23
-lrb- AFP Canberra -rrb- yesterday , the Australian defense Minister Muer said that , Australia was granted permission to send an official to East Timor to scout Indonesia 's force movements .	-lrb- Reuters Canberra -rrb- Australia Minister for defense , McLachlan , said yesterday that Australia is preparing to send a military officer to East Timor to monitor Indonesian troops redeployment .	0-0 2-2 3-3 4-12 8-7 9-5 11-11 12-13 14-14 18-17 19-18 20-19 21-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-27 29-28 30-29 31-30 0-0 2-2 3-3 4-12 8-7 9-5 11-11 12-13 14-14 18-17 19-18 20-19 21-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-27 29-28 30-29 31-30 7-4 10-9 15-15 15-16 16-15 16-16 17-15 17-16
trade to Japan surplus up to US$ 1.7billion .	trade to Japan surplus up to US$ 1.7billion .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8
further , each army unit should provide a reliable guarantee of security for reform , development and stability . they should actively join in with local economic development , and work hard to promote the collective prosperity of the people .	all military units should guarantee the reform , development and stability of the society while participating in the construction of regional economy and working towards the common prosperity of all nationalities .	2-0 3-1 4-2 5-3 6-4 7-4 9-4 10-4 11-4 13-6 14-7 15-8 16-9 17-10 20-15 22-15 23-15 25-20 26-21 27-21 29-22 30-23 34-25 35-26 36-27 37-28 39-30 40-31 2-0 3-1 4-2 5-3 6-4 7-4 9-4 10-4 11-4 13-6 14-7 15-8 16-9 17-10 20-15 22-15 23-15 25-20 26-21 27-21 29-22 30-23 34-25 35-26 36-27 37-28 39-30 40-31 19-0 19-1 19-2 32-24 33-24 38-29
-lrb- report from Kuala Lumpur -rrb- Lien Hoe expected that by way of bank loans , it may redeem the currently remaining 65 % or 53,810,000 ringgit of its bonds , before the end of this year .	-lrb- Kuala Lumpur -rrb- Lien Hoe is expected to redeem the rest 65 % of the bonds , whose tatal value is 53,810,000 lingji , at the end of this year by getting the loan finacing from banks .	0-0 3-1 4-2 5-3 6-4 7-5 8-6 8-7 10-31 11-32 11-36 12-32 12-36 13-37 14-34 14-35 18-9 19-10 21-11 22-12 23-13 25-22 26-23 27-14 29-16 30-17 31-25 32-26 33-27 34-28 35-29 36-30 37-38 0-0 3-1 4-2 5-3 6-4 7-5 8-6 8-7 10-31 11-32 11-36 12-32 12-36 13-37 14-34 14-35 18-9 19-10 21-11 22-12 23-13 25-22 26-23 27-14 29-16 30-17 31-25 32-26 33-27 34-28 35-29 36-30 37-38 16-4 16-5 28-15 28-18 29-18
the Irish Republic Army declares cease-fire	Irish Republican Army announces ceasefire	1-0 3-2 4-3 5-4 1-0 3-2 4-3 5-4 2-1
Senator Lott expects the trial to begin on January 11 and to end in two weeks .	Senator Lott hopes that the trial will start on Jan. 11 and finish within two weeks .	0-0 1-1 2-2 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 12-12 13-13 14-14 15-15 16-16 0-0 1-1 2-2 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 12-12 13-13 14-14 15-15 16-16
the above was a report from Toronto by VOA special correspondent Yan Ming .	the above is the report by Min Yan from Toronto 's The Voice of America .	0-0 1-1 4-4 5-8 6-9 7-5 8-12 8-13 8-14 11-7 12-6 13-15 0-0 1-1 4-4 5-8 6-9 7-5 8-12 8-13 8-14 11-7 12-6 13-15 2-2 3-3
in its statement , Korean National Security Planning Bureau said , Kim Fuji of 67 years old and Piao Dongyi -lrb- both names are in transliteration -rrb- of 71 , have returned to Korea through a third country .	the National Security Planning Bureau said in a statement that 67-year-old Kim Fu-ji and 71-year-old Park Dung-yi recently returned home via a third country .	0-6 2-8 5-1 6-2 7-3 8-4 9-5 11-11 12-12 13-10 14-10 15-10 16-10 17-13 18-15 19-16 27-14 28-14 30-18 31-18 32-19 33-19 34-20 35-21 36-22 37-23 38-24 0-6 2-8 5-1 6-2 7-3 8-4 9-5 11-11 12-12 13-10 14-10 15-10 16-10 17-13 18-15 19-16 27-14 28-14 30-18 31-18 32-19 33-19 34-20 35-21 36-22 37-23 38-24 1-7
Bowin reported from the site of the destroyed bunker that about 400 civilians lost their lives .	as he had visited the destroyed air-raid shelter to find nearly 400 civilians died .	3-4 6-4 7-5 8-6 8-7 11-11 12-12 13-13 14-13 15-13 16-14 3-4 6-4 7-5 8-6 8-7 11-11 12-12 13-13 14-13 15-13 16-14 0-1
VOA correspondent Fleikos said in his another report from Buenos Aires that , several American State Department senators brought this dispute to the meeting hall in Buenos Aires on Tuesday .	another report from Buenos Aires sent by Vlekus , a VOA correspondent , said that several American congressmen brought this dispute to the conference hall in Buenos Aires last Tuesday .	0-10 1-11 2-7 3-13 6-0 7-1 8-2 9-3 10-4 11-14 13-15 14-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 29-29 30-30 0-10 1-11 2-7 3-13 6-0 7-1 8-2 9-3 10-4 11-14 13-15 14-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 29-29 30-30
the areas of foreign investment are rapidly expanding into the new types of construction materials , cutting-edge technology and intensive processing of construction materials .	foreign investment is quickly developing new forms of building materials , new technology and finely-processed building materials .	3-0 4-1 5-2 6-3 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-13 22-15 23-16 24-17 3-0 4-1 5-2 6-3 10-5 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-13 22-15 23-16 24-17 7-4 8-4 19-14 20-14
it was stated that the two were captured by Chinese soldiers in the southeast area near the border between South and North Korea during the Korean War .	the statement said that both of them were seized during the war by the Chinese soldiers near the border between South Korea and North Korea in the Northeast area .	0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-3 4-4 4-5 4-6 5-4 5-5 5-6 6-7 7-8 8-12 9-14 10-15 14-28 15-16 16-17 17-18 18-19 19-20 20-22 21-23 22-24 23-9 24-10 26-11 27-29 0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-3 4-4 4-5 4-6 5-4 5-5 5-6 6-7 7-8 8-12 9-14 10-15 14-28 15-16 16-17 17-18 18-19 19-20 20-22 21-23 22-24 23-9 24-10 26-11 27-29 22-21
it was learned that the Wenzhou city government has worked out plans to start an even larger project throughout the city for water conservancy construction in the coming winter and next spring .	it is reported that the Wenzhou city government has drawn up a plan to start a larger scale upsurge in irrigation network construction throughout the city in the winter of this year and the spring of next year .	0-0 3-3 4-4 5-5 6-6 7-7 8-8 9-9 9-10 10-9 10-10 11-12 12-13 13-14 14-15 16-16 16-17 18-23 19-24 20-25 25-26 26-27 27-29 27-30 27-31 28-28 29-32 30-35 30-36 30-37 31-34 32-38 0-0 3-3 4-4 5-5 6-6 7-7 8-8 9-9 9-10 10-9 10-10 11-12 12-13 13-14 14-15 16-16 16-17 18-23 19-24 20-25 25-26 26-27 27-29 27-30 27-31 28-28 29-32 30-35 30-36 30-37 31-34 32-38 1-1 1-2 2-1 2-2 17-18 17-19 17-20 17-21 17-22 21-18 21-19 21-20 21-21 21-22 22-18 22-19 22-20 22-21 22-22 23-18 23-19 23-20 23-21 23-22 24-18 24-19 24-20 24-21 24-22
the international court convicted that Muslim Feralichi of Bosnia need not to be responsible for his troops ' violence committed against the Serb prisoners and criminals of war in the Chelibich POW camp in 1992 .	according to the ruling of the International Tribunal , Bosnian Muslim Firallic was not responsible for the atrocity committed against the Serbian prisoners of war in the Zerabic Camp .	0-5 1-6 2-7 5-10 6-11 7-9 8-9 9-12 9-13 10-12 10-13 11-12 11-13 12-12 12-13 13-14 14-15 18-17 19-18 20-19 21-20 22-21 23-22 26-23 27-24 28-25 29-26 32-28 35-29 0-5 1-6 2-7 5-10 6-11 7-9 8-9 9-12 9-13 10-12 10-13 11-12 11-13 12-12 12-13 13-14 14-15 18-17 19-18 20-19 21-20 22-21 23-22 26-23 27-24 28-25 29-26 32-28 35-29 3-3 30-27
the news from the Chinese Human Rights Information Center said that originally about twenty members of the Chinese Democratic Party from Shanghai branch had planned to hold their first meeting in a restaurant in Hangzhou city on Friday afternoon .	according to the Information Center of Chinese Human Rights and Democratic Movement , about twenty members of the Chinese Democratic Party of the Zhejiang and Shanghai branches originally planned to meet at a restaurant in Hangzhou city on Friday afternoon to hold their first conference .	0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-6 5-7 6-8 7-3 8-4 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-25 22-26 23-28 24-28 25-29 25-40 26-30 26-41 27-30 28-43 29-30 30-31 31-32 32-33 33-34 34-35 35-36 36-37 37-38 38-39 39-45 0-0 0-1 1-0 1-1 2-0 2-1 3-2 4-6 5-7 6-8 7-3 8-4 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-25 22-26 23-28 24-28 25-29 25-40 26-30 26-41 27-30 28-43 29-30 30-31 31-32 32-33 33-34 34-35 35-36 36-37 37-38 38-39 39-45 27-42 29-44
'' we do not intend to stay until the term is over .	'' we do not plan to stay in office up till the expiry of our term .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-9 7-10 9-15 12-16 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-9 7-10 9-15 12-16 8-14 10-12 11-12
he said that the U.S. Congress 's annual discussion on this issue will only hurt the U.S. itself , affecting the confidence of American business people investing in China and thus affecting job opportunities for Americans .	he pointed out to Congress that discussing the problem annually would only bring disadvantages to the US . in fact , it would affect the confidence of US businessmen about investing in China , thus affecting employment opportunities for US citizens .	0-0 1-1 1-2 5-4 11-8 12-10 13-11 14-12 14-13 14-14 15-15 16-16 20-24 21-25 22-26 23-27 24-28 25-28 26-30 27-31 28-32 30-34 31-35 32-36 33-37 34-38 35-39 35-40 36-41 0-0 1-1 1-2 5-4 11-8 12-10 13-11 14-12 14-13 14-14 15-15 16-16 20-24 21-25 22-26 23-27 24-28 25-28 26-30 27-31 28-32 30-34 31-35 32-36 33-37 34-38 35-39 35-40 36-41 7-9 8-6 9-6 10-7 19-22 19-23
China plans to invest in fundamental equipment to counteract the effect of the Asian financial crisis .	China plans to make investments in its infrastructure facilities in order to cast off the effects of the Asian financial crisis .	0-0 1-1 2-2 3-3 3-4 4-5 5-7 6-8 7-11 8-12 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21 0-0 1-1 2-2 3-3 3-4 4-5 5-7 6-8 7-11 8-12 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21
Norodom Ranariddh , the first prime minister of the government of the Kingdom of Cambodia , and Hun Sen , the second prime minister , met Benni Weidiaonuo , newly-appointed by the United Nations Secretary-General as representative based in Cambodia , in the prime minister 's office this morning .	this morning , Norodom Ranariddh , the first Prime Minister of the Kingdom of Cambodia , and Hun Sen , the second Prime Minister , met with Benny Widyono in premier mansion . the latter is UN Secretary-General 's representative in Cambodia and just took his office .	0-3 1-4 2-5 3-6 4-7 5-8 6-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-27 27-28 30-38 31-38 32-36 33-36 34-37 36-39 38-40 39-41 41-29 43-30 44-30 46-31 47-0 48-1 49-47 0-3 1-4 2-5 3-6 4-7 5-8 6-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-27 27-28 30-38 31-38 32-36 33-36 34-37 36-39 38-40 39-41 41-29 43-30 44-30 46-31 47-0 48-1 49-47 26-33 26-34 27-33 27-34 29-43 29-44 29-46
now , the multi-channel structure of China 's utilization of foreign investment has taken shape , the foreign investment comes from more than 170 countries and regions .	presently , the diversified structure for China 's utilization of foreign investment has taken shape . the investment comes from over 170 countries and regions .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-17 19-18 20-19 21-20 22-20 23-21 24-22 25-23 26-24 27-25 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-17 19-18 20-19 21-20 22-20 23-21 24-22 25-23 26-24 27-25
Xinhua news agency report of January 8 from Moscow - Russian Prime Minister Chernomyrdin said at a government meeting on the 8th that the major achievement Russia made in 1997 was to have created a fundamental basis for its economic growth .	Xinhua news agency . Moscow . Jan. 8 . Russian premier Chernomerkin said in a state conference held on 8 that Russian 's main achievement in 1997 was that it has created basic preconditions for future economic growth .	0-0 1-1 2-2 5-6 6-7 8-4 10-9 11-10 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-18 21-19 22-20 24-23 25-24 28-25 29-26 30-27 32-30 33-31 35-32 36-33 37-34 39-36 40-37 41-38 0-0 1-1 2-2 5-6 6-7 8-4 10-9 11-10 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-18 21-19 22-20 24-23 25-24 28-25 29-26 30-27 32-30 33-31 35-32 36-33 37-34 39-36 40-37 41-38 26-21
19 of them were in the middle , and the average price was 1,060,000 yuan . another 6 were around both corners , and the average price was 1,400,000 yuan .	among the purchasers 19 of them were mid range with the average price of 1,060,000 yaun , while 6 high range apartments were sold for an average of 1,400,000 yaun .	0-3 1-4 2-5 3-6 4-7 4-8 5-7 5-8 6-7 6-8 8-9 9-10 10-11 11-12 13-14 14-15 15-16 17-18 18-22 24-22 24-23 24-24 25-26 26-22 26-23 26-24 27-22 27-23 27-24 28-28 29-29 30-30 0-3 1-4 2-5 3-6 4-7 4-8 5-7 5-8 6-7 6-8 8-9 9-10 10-11 11-12 13-14 14-15 15-16 17-18 18-22 24-22 24-23 24-24 25-26 26-22 26-23 26-24 27-22 27-23 27-24 28-28 29-29 30-30 2-2 12-13 16-17
ground controllers of the nonstop worldwide hot-air balloon flight said that three riders on the balloon should leave the Chinese airspace and fly eastward across the Pacific Ocean .	the ground control officers for the team that were attempting to circumnavigate the world by balloon said that , the three men should fly towards the air space under control of China . then they will continue towards the east crossing the Pacific Ocean .	0-1 1-2 1-3 4-11 4-12 4-13 5-11 5-12 5-13 7-15 8-11 8-12 8-13 9-16 10-17 11-20 12-21 16-22 19-28 19-29 19-30 19-31 20-26 20-27 21-33 22-23 22-35 22-36 23-37 23-38 23-39 24-40 25-41 26-42 27-43 28-44 0-1 1-2 1-3 4-11 4-12 4-13 5-11 5-12 5-13 7-15 8-11 8-12 8-13 9-16 10-17 11-20 12-21 16-22 19-28 19-29 19-30 19-31 20-26 20-27 21-33 22-23 22-35 22-36 23-37 23-38 23-39 24-40 25-41 26-42 27-43 28-44 15-15
nevertheless , she warned that the credit crunch still exists .	however , she warned that the phenomenon of credit contraction still exists .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-10 9-11 10-12 0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-10 9-11 10-12
world swimming championships Lan Wei and Cheng Cheng qualify for second round in 1-meter springboard	Lan Wei and Chen Sheng qualified for 1-meter springboard diving intermediary contest at the world swimming championships	0-14 1-15 2-16 3-0 4-1 5-2 6-3 7-4 9-6 10-10 11-11 12-12 13-7 14-8 0-14 1-15 2-16 3-0 4-1 5-2 6-3 7-4 9-6 10-10 11-11 12-12 13-7 14-8 8-5
Senator Lott expects the trial to begin on January 11 and to end in two weeks .	Mr. Lord said that he hoped the trial would begin on Jan 11th , and come to an end in two weeks time .	1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-14 12-15 12-16 12-17 12-18 13-19 14-20 15-21 15-22 16-23 1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-14 12-15 12-16 12-17 12-18 13-19 14-20 15-21 15-22 16-23 0-0 1-4
the overhead railway project in Bangkok will restart .	Bangkok overhead railway will start again	1-1 2-2 5-0 6-3 7-4 7-5 1-1 2-2 5-0 6-3 7-4 7-5
Siazon said that even if Cambodia 's opposition groups form a united government before the talks the country wo n't automatically gain membership in ASEAN .	Siazon said Cambodia will not become an ASEAN member automatically even if the Cambodian opposition parties form a coalition before the summit meeting .	0-0 1-1 3-10 4-11 5-13 6-13 7-14 8-15 9-16 10-17 11-18 12-18 13-19 14-20 15-21 15-22 17-2 18-3 19-4 20-9 21-5 21-8 22-5 22-8 24-7 25-23 0-0 1-1 3-10 4-11 5-13 6-13 7-14 8-15 9-16 10-17 11-18 12-18 13-19 14-20 15-21 15-22 17-2 18-3 19-4 20-9 21-5 21-8 22-5 22-8 24-7 25-23
in the letter written by the committee to Indonesia President Habibi , it reads that issuing summons was '' the first step of police to accuse '' .	in its letter to the Indonesian President Habibie , the committee said , issuing the subpoena is '' the first step taken by the police for prosecution '' .	0-0 2-2 5-9 6-10 7-3 8-5 9-6 10-7 11-8 15-13 16-15 18-17 19-18 20-19 21-20 22-22 23-24 24-25 26-27 27-28 0-0 2-2 5-9 6-10 7-3 8-5 9-6 10-7 11-8 15-13 16-15 18-17 19-18 20-19 21-20 22-22 23-24 24-25 26-27 27-28 1-1 13-11 17-16 25-26
Prime Minister of Portugal talked with an official of the United Nations about there being too many Indonesian soldiers in East Timor .	Portuguese foreign minister is meeting with UN officials for excessive Indonesia forces in East Timor	1-2 2-0 3-0 5-5 7-7 10-6 11-6 12-8 15-9 16-9 17-10 18-11 19-12 20-13 21-14 1-2 2-0 3-0 5-5 7-7 10-6 11-6 12-8 15-9 16-9 17-10 18-11 19-12 20-13 21-14 4-3 4-4
Pfizer is considering whether they would make any ad directly mention the name of Viagra .	Pfizer is considering whether to make any commercials that directly mention Viagra .	0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-9 10-10 14-11 15-12 0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-9 10-10 14-11 15-12 4-0
