is it worse on one side	what makes it worse	1-2 2-3
do you need any shots today	are your shots up to date	4-2
do you need any shots today	are your shots up to date	4-2
do you need any shots today	are your shots up to date	4-2
do you need any shots today	do you take any drugs	1-1
do you need any shots today	do you take any meditations	1-1
do you need any shots today	do you take any meds	1-1
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	i understand that ! do you exercise during the week	0-0 5-5 11-3 14-6
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	do you work out	5-1
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	do youget any exercise	14-3
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	i 'm sorry to hear that	0-0 1-1 2-2 3-3 4-4
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	i 'm sorry to hear about that	0-0 1-1 2-2 3-3 4-4
i 'm sorry to hear you couldn 't enjoy the game ! what about exercise and your diet	i 'm so sorry to hear that	0-0 1-1 2-3 3-4 4-5
what are you most worried about	what are your biggest concerns about the pain	0-0 1-1 3-3 4-4 5-5
what are you most worried about	is there anything that concerns you about your back pain or frequent urination	2-5
what are you most worried about	that 's a valid concern. what worries you about this pain	0-5 2-7
what are you most worried about	what are you most concerned about	0-0 1-1 2-2 3-3 4-4 5-5
what are you most worried about	what are you most afraid of	0-0 1-1 2-2 3-3 4-4 4-5 5-4 5-5
what are you most worried about	do you have headaches	2-1
i can see how your injury would affect your work then !	how are things at work	3-0 9-4
i can see how your injury would affect your work then !	how are things at work	3-0 9-4
i can see how your injury would affect your work then !	ok good. you mentioned you work at a car parts store ? have you been to work in the past few days	9-16
i can see how your injury would affect your work then !	how has your injury affected your job	3-0 4-2 5-3 8-5 9-6
i can see how your injury would affect your work then !	how is your work	3-0 8-2 9-3
i can see how your injury would affect your work then !	how has this affected your work	3-0 8-4 9-5
do you smoke marijuana	do you abuse drugs	1-1
do you smoke marijuana	do you abuse drugs	1-1
do you smoke marijuana	do you abuse drugs	1-1
do you smoke marijuana	do you smoke	0-0 1-1 2-2
do you smoke marijuana	ok. do you smoke	0-1 1-2 2-3
do you smoke marijuana	[ do you smoke	0-1 1-2 2-3
you told me it started about 4 to 5 days ago. is that correct	okay , i see. i am going to summarize what you tolde me , okay	0-10 1-11 2-12
you told me it started about 4 to 5 days ago. is that correct	so you injured your back during the move	0-1
you told me it started about 4 to 5 days ago. is that correct	you are a good friend ! so you felt a sharp pain right away , and now it has become a dull ache	0-7
you told me it started about 4 to 5 days ago. is that correct	can you tell me when it started	0-1 2-3 3-5 4-6
you told me it started about 4 to 5 days ago. is that correct	could you tell me more about that	0-1 2-3
you told me it started about 4 to 5 days ago. is that correct	can you tell me more about that	0-1 2-3
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	are you taking anything else	1-1 3-3 4-4
have you taken anything else	have you taken anything for it	0-0 1-1 2-2 3-3
have you taken anything else	anything else	3-0 4-1
on the sacle of 1 to 10 can you tell me how much it hurts	how much does it hurt	11-0 12-1
on the sacle of 1 to 10 can you tell me how much it hurts	how much does it hurt	11-0 12-1
on the sacle of 1 to 10 can you tell me how much it hurts	how much does it hurt	11-0 12-1
on the sacle of 1 to 10 can you tell me how much it hurts	on scale 1 to 10 can you tell me how much it hurts	0-0 2-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12
on the sacle of 1 to 10 can you tell me how much it hurts	can you tell me more	7-0 8-1 9-2 10-3
on the sacle of 1 to 10 can you tell me how much it hurts	can you tell me more about it	7-0 8-1 9-2 10-3 13-6
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
aching	how would you characterize the pain ? stabbing ? dull , aching	0-11
that must be very difficult	i 'm sure that 's difficult for you	0-3 4-5
that must be very difficult	i 'm sure that 's difficult for you	0-3 4-5
that must be very difficult	that sounds awful	0-0
that must be very difficult	that must be very frustrating	0-0 1-1 2-2 3-3
that must be very difficult	that is very uncomfortable	0-0 3-2
that must be very difficult	that must be frustrating	0-0 1-1 2-2
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	have you tried any other tobacco products	0-3 1-4 2-5 3-6
any other tobacco products	tobacco	2-0
any other tobacco products	are using any nicotine products	0-2 3-4
what caused the pain	can you tell me about the pain	2-5 3-6
what caused the pain	can you tell me about the pain	2-5 3-6
what caused the pain	can you tell me about the pain	2-5 3-6
what caused the pain	what makes the pain worse	2-2 3-3
what caused the pain	what makes the pain better	2-2 3-3
what caused the pain	what makes the pain better	2-2 3-3
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	good , it 's much healthier not to smoke. any other forms of tobacco	0-9 1-10 2-11 2-12 2-13 3-11 3-12 3-13
any other tobacco products	have you tried any other tobacco products	0-3 1-4 2-5 3-6
any other tobacco products	tobacco	2-0
any other tobacco products	are using any nicotine products	0-2 3-4
okay , thank you. i will look over this information and see what i can come up witth	okay let 's do a physical exam	0-0
okay , thank you. i will look over this information and see what i can come up witth	ok. let 's prepare for your physical exam	0-0
okay , thank you. i will look over this information and see what i can come up witth	ok. let 's prepare for your physical exam	0-0
okay , thank you. i will look over this information and see what i can come up witth	ok , thank you. i will meet with the doctor and get back to you	0-0 1-1 2-2 3-3 4-4 10-10
okay , thank you. i will look over this information and see what i can come up witth	ok , thank you	0-0 1-1 2-2 3-3
okay , thank you. i will look over this information and see what i can come up witth	okay , we 'll discuss this and see what we can do	0-0 1-1 10-6 11-7 12-8 14-10
do you have any chronic medical problems	do you have any chronic medical conditions	0-0 1-1 2-2 3-3 4-4 5-5 6-6
do you have any chronic medical problems	no history of chronic diseases like diabetes or heart disease	4-3
do you have any chronic medical problems	have you been diagnosed with chronic illness or disease	1-1 4-5
do you have any chronic medical problems	do you have any chronic health problems	0-0 1-1 2-2 3-3 4-4 5-5 6-6
do you have any chronic medical problems	do you have any medical problems	0-0 1-1 2-2 3-3 5-4 6-5
do you have any chronic medical problems	do they have any medical problems	0-0 2-2 3-3 5-4 6-5
okay , let 's figure this out	okay , we 'll discuss this and see what we can do	0-0 1-1 5-5
okay , let 's figure this out	okay , we 'll discuss this and see what we can do	0-0 1-1 5-5
okay , let 's figure this out	okay , we 'll discuss this and see what we can do	0-0 1-1 5-5
okay , let 's figure this out	okay ,	0-0 1-1
okay , let 's figure this out	okay	0-0
okay , let 's figure this out	okay	0-0
when did you help your friend move	what day did you hurt your back	0-0 0-1 2-3 4-5
when did you help your friend move	okay. how many days ago did this happen	0-1 0-2 0-3 0-4 1-5
when did you help your friend move	ok , and when did this incident happen	0-3 1-4
when did you help your friend move	when did your friend move	0-0 4-2 5-3 6-4
when did you help your friend move	how long ago did you help your friend move	0-0 0-1 0-2 1-3 2-4 3-5 4-6 5-7 6-8
when did you help your friend move	do you run	2-1
i am sorry to hear that it is affecting your work. i understand that can be frustrating	that sounds frustrating	13-0 16-2
i am sorry to hear that it is affecting your work. i understand that can be frustrating	that sounds frustrating	13-0 16-2
i am sorry to hear that it is affecting your work. i understand that can be frustrating	that must have been hard for you	13-0
i am sorry to hear that it is affecting your work. i understand that can be frustrating	i am sorry to hear that	0-0 1-1 2-2 3-3 4-4
i am sorry to hear that it is affecting your work. i understand that can be frustrating	i understand. i am sorry to hear that	0-2 1-3 2-4 3-5 4-6
i am sorry to hear that it is affecting your work. i understand that can be frustrating	sorry to hear that	2-0 3-1 4-2
i am sorry to hear that it is affecting your work. i understand that can be frustrating	sorry to hear that	2-0 3-1 4-2
i am sorry to hear that it is affecting your work. i understand that can be frustrating	sorry to hear that	2-0 3-1 4-2
i am sorry to hear that it is affecting your work. i understand that can be frustrating	sorry to hear that	2-0 3-1 4-2
that 's good !	good !	2-0 3-1
that 's good !	sounds good !	2-1 3-2
that 's good !	good	2-0
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	have you tried anything else	0-0 1-1 3-3 4-4
have you taken anything else	are you taking anything else	1-1 3-3 4-4
have you taken anything else	have you taken anything for it	0-0 1-1 2-2 3-3
have you taken anything else	anything else	3-0 4-1
do you have any medical conditions	do you have any other medical conditions	0-0 1-1 2-2 3-3 4-5 5-6
do you have any medical conditions	do you have any other medical conditions	0-0 1-1 2-2 3-3 4-5 5-6
do you have any medical conditions	i understand , but this may help us. are you currently being treated for medical issues	1-9 4-14 5-15
do you have any medical conditions	do they have any medical conditions	0-0 2-2 3-3 4-4 5-5
do you have any medical conditions	did they have any health conditions	2-2 3-3 4-4 5-5
do you have any medical conditions	do you take any medications	1-1
i hope so too. thank you for coming in , and i 'll be back very soon	thank you for your time mr. wilkins. i will go talk with the doctor and we would come back and ask you further questions	4-0 5-1 6-2 10-2 10-14 14-18
i hope so too. thank you for coming in , and i 'll be back very soon	thank you for your time mr. wilkins. i will go talk with the doctor and we would come back and ask you further questions	4-0 5-1 6-2 10-2 10-14 14-18
i hope so too. thank you for coming in , and i 'll be back very soon	thank you for your time mr. wilkins. i will go talk with the doctor and we would come back and ask you further questions	4-0 5-1 6-2 10-2 10-14 14-18
i hope so too. thank you for coming in , and i 'll be back very soon	thank you for coming in today	4-0 5-1 6-2 7-3 8-4
i hope so too. thank you for coming in , and i 'll be back very soon	thank you mr. wilkins , i 'll be right back	4-0 5-1 9-4 11-5 12-6 13-7 14-9
i hope so too. thank you for coming in , and i 'll be back very soon	thank you	4-0 5-1
that 's great. have you been working the past few days	how has the back pain been affecting you at work	4-7
that 's great. have you been working the past few days	how has the back pain been affecting you at work	4-7
that 's great. have you been working the past few days	how has the back pain been affecting you at work	4-7
that 's great. have you been working the past few days	have you had any fever in the past couple of days	4-1 7-6 8-7 9-8 10-10
that 's great. have you been working the past few days	how has the pain been the past few days	7-5 8-6 9-7 10-8
that 's great. have you been working the past few days	great. have you ever had surgery	2-0 4-2
when was this	how long ago was this	0-0 0-1 0-2 1-3 2-4
when was this	what day did that happen	0-0 0-1
when was this	what day did that happen	0-0 0-1
when was this	what day did that happen	0-0 0-1
when was this	what day did that happen	0-0 0-1
when was this	what day did that happen	0-0 0-1
ok. i have everything i need	i understand. i am sorry to hear that	1-0 4-2
ok. i have everything i need	ok , thank you	0-0
ok. i have everything i need	okay mr. wilkins , we 'll definitely try to figure out what 's going on with your back	0-0
ok. i have everything i need	i think i have what i need	1-2 2-3 4-5 5-6
ok. i have everything i need	i have all the information i need	1-0 2-1 4-5 5-6
ok. i have everything i need	ok. i can understand that	0-0 1-1
so you injured your back during the move	ok to summarize you have lower back pain for about a week and it 's affecting your job	1-3 3-16 4-6
so you injured your back during the move	ok to summarize you have lower back pain for about a week and it 's affecting your job	1-3 3-16 4-6
so you injured your back during the move	you told me it started about 4 to 5 days ago. is that correct	1-0 5-6 5-7 5-8 5-9 5-10 6-6 6-7 6-8 6-9 6-10 7-6 7-7 7-8 7-9 7-10
so you injured your back during the move	when did you hurt your back	1-2 2-3 3-4 4-5
so you injured your back during the move	what about your back	3-2 4-3
so you injured your back during the move	what day did you hurt your back	1-3 2-4 3-5 4-6
do you have any chronic health problems	could you tell me about any chronic or ongoing health problems you may have	1-1 3-5 4-6 5-9 6-10
do you have any chronic health problems	okay i have enough information abour your back , can you tell me a little about your past medical history	1-10
do you have any chronic health problems	how would you describe your overall health	5-6
do you have any chronic health problems	do you have any chronic health issues	0-0 1-1 2-2 3-3 4-4 5-5 6-6
do you have any chronic health problems	do you have any chronic medical problems	0-0 1-1 2-2 3-3 4-4 5-5 6-6
do you have any chronic health problems	do they have any chronic health conditions	0-0 2-2 3-3 4-4 5-5 6-6
any idea what it might be	well we will try to get you feeling better soon. do you have any idea what exactly is wrong	0-13 1-14 2-15
any idea what it might be	what is wrong with your back	2-0
any idea what it might be	what 's wrong with your back	2-0
any idea what it might be	what 's wrong with your back	2-0
any idea what it might be	what 's wrong with your back	2-0
any idea what it might be	what 's wrong with your back	2-0
do you consider yourself to be spiritual	are you religious	3-1
do you consider yourself to be spiritual	are ypu religious person	3-1 6-2
do you consider yourself to be spiritual	are ypu religious person	3-1 6-2
do you consider yourself to be spiritual	do you consider yourself a healthy eater	0-0 1-1 2-2 3-3
do you consider yourself to be spiritual	do you take care of yourself	1-1 3-5
do you consider yourself to be spiritual	do you take medications	1-1
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	when did your friend move	9-2
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	when did your friend move	9-2
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	when did your friend move	9-2
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	when did the pain start	15-1 16-2 17-3 18-4 19-0
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	when did your pain start	9-2 15-1 17-3 18-4 19-0
that totally makes sense that you wanted to help your friend. just to clarify , did the pain begin when you lifted the couch	whan did the pain start	15-1 16-2 17-3 18-4 19-0
can you tell me about your grandparents medical issues	did your grandparents have any health issues	5-1 6-2 7-5 8-6
can you tell me about your grandparents medical issues	did your grandparents have any health issues	5-1 6-2 7-5 8-6
can you tell me about your grandparents medical issues	did your grandparents have any health issues	5-1 6-2 7-5 8-6
can you tell me about your grandparents medical issues	can you tell me about your grandparents	0-0 1-1 2-2 3-3 4-4 5-5 6-6
can you tell me about your grandparents medical issues	great. tell me about your grandparents	2-1 3-2 4-3 5-4 6-5
can you tell me about your grandparents medical issues	can you tell me about your father	0-0 1-1 2-2 3-3 4-4 5-5
do you have any headaches	do you have headaches	0-0 1-1 2-2 4-3
do you have any headaches	headache	4-0
do you have any headaches	have you been experieincing runny nose , sore throat , sore ears , headaches	1-1 4-13
do you have any headaches	do you have any concerns	1-1
do you have any headaches	do you have any other concerns	1-1
do you have any headaches	do you have any problems urinating	1-1
are you generally in good health	how has your general health been	5-4
are you generally in good health	okay i have enough information abour your back , can you tell me a little about your past medical history	1-10
are you generally in good health	could you tell me about any chronic or ongoing health problems you may have	1-11 5-9
are you generally in good health	are you grandparents in good health	0-0 3-3 4-4 5-5
are you generally in good health	are you safe	1-1
are you generally in good health	are they both in good health	0-0 3-3 4-4 5-5
when did your friend move	when were you helping your riend move	0-0 2-4 3-5
when did your friend move	when were you helping your riend move	0-0 2-4 3-5
when did your friend move	when were you helping your riend move	0-0 2-4 3-5
when did your friend move	when did you help your friend move	0-0 2-4 3-5 4-6
when did your friend move	do you have friends	3-3
when did your friend move	when did your grandparents die	2-2
any drugs	drugs	1-0
any drugs	drugs	1-0
any drugs	drugs	1-0
any drugs	drugs	1-0
any drugs	drugs	1-0
any drugs	drugs	1-0
do you get angry	have you experienced changes in your mental status	1-1
do you get angry	have you experienced changes in your mental status	1-1
do you get angry	how would you describe your overall mental health	1-2
do you get angry	do you get upset	1-1
do you get angry	do you take medications	1-1
do you get angry	do you take vitamins	1-1
any urinary changes	any trouble peeing	0-0
any urinary changes	any trouble peeing	0-0
any urinary changes	besides having to urinate more frequently , have you had any other problems related to using the bathroom	0-10
any urinary changes	any visual changes	0-0 2-2
any urinary changes	any skin changes	0-0 2-2
any urinary changes	any vision changes	0-0 2-2
no cancers that you know o	family history of cancer	1-3
no cancers that you know o	family history of cancer	1-3
no cancers that you know o	family history of cancer	1-3
no cancers that you know o	can you drive	3-1
no cancers that you know o	i hear you	3-2
no cancers that you know o	who do you live with	3-2
that sounds awful	that must be very difficult	0-0 2-3 2-4
that sounds awful	that must be very difficult	0-0 2-3 2-4
that sounds awful	that must be very difficult	0-0 2-3 2-4
that sounds awful	that sounds frustrating	0-0 1-1
that sounds awful	that sounds frustrating	0-0 1-1
that sounds awful	that sounds pretty painfull	0-0 1-1
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	how are your grandparents ' health	11-5 13-2 14-3
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	did they have any health conditions	11-4
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	did they have health problems	11-3
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	let 's talk about your family	0-0 1-1 2-2 3-3 4-4 5-5
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	tell me about the health of your parents	7-0 8-1 9-2 10-3 11-4 12-5 13-6
let 's talk about your family history. tell me about the health of your grandparents , starting on your father 's side	let 's talk about your family now	0-0 1-1 2-2 3-3 4-4 5-5
i 'm so sorry to hear that. have you noticed any other associated symptoms	do you have any other unusual symptoms	8-1 10-3 11-4 13-6
i 'm so sorry to hear that. have you noticed any other associated symptoms	then i could see how this pain would be especially challenging. do you have any other concerns abut the pain	0-1 8-12 10-14 11-15
i 'm so sorry to hear that. have you noticed any other associated symptoms	have you thought of anything else to do	8-1
i 'm so sorry to hear that. have you noticed any other associated symptoms	i 'm so sorry to hear that	0-0 1-1 2-2 3-3 4-4 5-5
i 'm so sorry to hear that. have you noticed any other associated symptoms	have you noticed any other symptoms	7-0 8-1 9-2 10-3 11-4 13-5
i 'm so sorry to hear that. have you noticed any other associated symptoms	any other associated symptoms	10-0 11-1 12-2 13-3
how much does your current pain hurt compared to your previous pain	how has the pain been the past few days	0-0 5-3
how much does your current pain hurt compared to your previous pain	how has the pain been the past few days	0-0 5-3
how much does your current pain hurt compared to your previous pain	how has the pain been the past few days	0-0 5-3
how much does your current pain hurt compared to your previous pain	how much does it hurt	0-0 1-1 2-2 6-4
how much does your current pain hurt compared to your previous pain	how long has your back hurt	6-5 9-3
how much does your current pain hurt compared to your previous pain	does your back hurt	2-0 3-1 6-3
good	good !	0-0
good	good !	0-0
good	good !	0-0
good	good !	0-0
good	good !	0-0
good	ok good	0-1
ok , and when did this incident happen	okay. how many days ago did this happen	3-1 3-2 3-3 3-4 4-5 7-7
ok , and when did this incident happen	what day did you hurt your back	3-0 3-1
ok , and when did this incident happen	when did you help your friend move	3-0 4-1
ok , and when did this incident happen	so , when did this incident occur	3-2 4-3 5-4 6-5 7-6
ok , and when did this incident happen	when did this happen	3-0 4-1 7-3
ok , and when did this incident happen	okay , and when did it start	0-0 1-1 2-2
was your back affected in those car accidents	after the car accidients , you didn 't have any pain in your back or neck	1-12 2-13 6-2 7-3
was your back affected in those car accidents	after the car accidients , you didn 't have any pain in your back or neck	1-12 2-13 6-2 7-3
was your back affected in those car accidents	after the car accidients , you didn 't have any pain in your back or neck	1-12 2-13 6-2 7-3
was your back affected in those car accidents	when was your car accident	1-2 6-3 7-4
was your back affected in those car accidents	who is your support	1-2
was your back affected in those car accidents	how is your back	1-2 2-3
was your back affected in those car accidents	how is your back	1-2 2-3
was your back affected in those car accidents	how is your back	1-2 2-3
was your back affected in those car accidents	how is your back	1-2 2-3
when was your last drink	when was your last menstrual period	2-2 3-3
when was your last drink	when was your last menstrual period	2-2 3-3
when was your last drink	when was your car accident	2-2
how is your parent 's health	how is your mother	0-0 1-1 2-2
how is your parent 's health	what about parents	3-2
how is your parent 's health	so both parents are still living	3-2
how is your parent 's health	how is your mother 's health	0-0 1-1 2-2 4-4 5-5
how is your parent 's health	how is your health	0-0 1-1 2-2 5-3
how is your parent 's health	how is your parents health	0-0 1-1 2-2 3-3 4-3 5-4
do you think that 's associated with your back pain	did the increased urination start at the same time as your back pain	7-10 8-11 9-12
do you think that 's associated with your back pain	but youve been urinating more since your accident	7-6
do you think that 's associated with your back pain	has this increased need to urinate occurred since your back injury	7-8 8-9 9-10
do you think that 's associated with your back pain	what do you think is causing your back pain	0-1 1-2 2-3 7-6 8-7 9-8
do you think that 's associated with your back pain	does your back hurt	7-1 8-2
do you think that 's associated with your back pain	when did you hurt your back	1-2 7-4 8-5
i 'm sorry to hear that it 's bothering you so badly	i 'm sorry you 've been in pain !	0-0 1-1 2-2 9-3
i 'm sorry to hear that it 's bothering you so badly	i 'm sorry you 've been in pain !	0-0 1-1 2-2 9-3
i 'm sorry to hear that it 's bothering you so badly	i 'm sorry you 've been in pain !	0-0 1-1 2-2 9-3
i 'm sorry to hear that it 's bothering you so badly	i 'm sorry to hear that	0-0 1-1 2-2 3-3 4-4
i 'm sorry to hear that it 's bothering you so badly	i 'm so sorry to hear that	0-0 1-1 2-3 3-4 4-5
i 'm sorry to hear that it 's bothering you so badly	i 'm sorry to hear about that	0-0 1-1 2-2 3-3 4-4
do they have any medical conditions	do they have any medical problems	0-0 1-1 2-2 3-3 4-4
do they have any medical conditions	do they have any medical problems	0-0 1-1 2-2 3-3 4-4
do they have any medical conditions	do they have any medical problems	0-0 1-1 2-2 3-3 4-4
do they have any medical conditions	do you have any medical conditions	0-0 2-2 3-3 4-4 5-5
do they have any medical conditions	did they have any health conditions	3-3 4-4 5-5
do they have any medical conditions	any medical conditions	3-0 4-1 5-2
why are you here	what do you want to talk about	2-2
why are you here	what do you want to talk about	2-2
why are you here	so before we get started , i 'd like to hear everything you want to talk about	2-12
why are you here	how are you	2-2
why are you here	why are you taking ibuprofen	2-2
why are you here	why are you taking ibuprofen	2-2
what do you do in your free time	what do you do for fun	0-0 1-1 2-2 3-3
what do you do in your free time	what type of activities do you like to do for fun	0-0 1-4 2-5 3-8
what do you do in your free time	what activities do you do for fun outside of work	0-0 1-2 2-3 3-4
what do you do in your free time	what do you do in your spare time	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7
what do you do in your free time	what do you do on your free time	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7
what do you do in your free time	what do you do	0-0 1-1 2-2 3-3
are you working	are you currently working	0-0 1-1 2-3
are you working	are you currently working	0-0 1-1 2-3
are you working	ok good. you mentioned you work at a car parts store ? have you been to work in the past few days	1-13
are you working	are you employed	1-1
are you working	do you exercise	1-1
are you working	do you run	1-1
what are you most concerned about	how is it affecting you	2-4
what are you most concerned about	how is it affecting you	2-4
what are you most concerned about	how is it affecting you	2-4
what are you most concerned about	what are you most worried about	0-0 1-1 2-2 3-3 4-4 5-5
what are you most concerned about	what are you most afraid of	0-0 1-1 2-2 3-3
what are you most concerned about	do you have headaches	2-1
how about after work	what activities do you do outside of work	3-7
how about after work	what activities do you do outside of work	3-7
how about after work	what activities do you do outside of work	3-7
how about after work	how is work	3-2
how about after work	do you work	3-2
how about after work	do you work	3-2
are your grandparents healthy	your grandparents	1-0 2-1
are your grandparents healthy	ok good. now i will ask you a few questions on your family history if you don 't mind - are your grandparents still alive	0-20 1-21 2-22
are your grandparents healthy	are your mom 's mom and dad still living	0-0 1-1
are your grandparents healthy	were your grandparents healthy	1-1 2-2 3-3
are your grandparents healthy	how is your grandparents health	1-2 2-3
are your grandparents healthy	grandparents health	2-0
do you have any stds	ever have any sexually transmitted diseases	2-1 3-2 4-3 4-4 4-5
do you have any stds	have yo ever had a sexually transmitted infection	1-1 2-0 4-5 4-6 4-7
